Product Name,avg_days_between_orders,total_sales,total_profit,avg_margin
ARKON Windshield Dashboard Air Vent Car Mount Holder,253.66666666666666,216.96,-15.594000000000001,-0.1025
AT&T 1070 Corded Phone,281.5,1070.304,133.788,0.125
AT&T 1080 Corded phone,225.83333333333334,1945.258,145.2094,0.07011904761904761
AT&T 1080 Phone,213.5,1589.084,271.2402,0.13666666666666663
AT&T 17929 Lendline Telephone,158.0,1339.104,167.388,0.11816666666666667
AT&T 841000 Phone,199.0,1614.6,165.6,0.05357142857142857
AT&T CL2909,658.5,755.9399999999999,50.395999999999994,0.027777777777777773
AT&T CL82213,331.0,481.234,131.3247,0.2545
AT&T CL83451 4-Handset Telephone,125.66666666666667,1936.306,473.777,0.20124999999999998
AT&T EL51110 DECT,1324.0,377.97,109.6113,0.29
AT&T SB67148 SynJ,665.0,475.128,89.74640000000001,0.14833333333333334
AT&T TR1909W,329.6666666666667,1738.662,340.173,0.1675
Aastra 57i VoIP phone,213.5,3684.708,575.3316,0.11023809523809525
Aastra 6757i CT Wireless VoIP phone,147.8,2929.984,482.5856,0.12236111111111113
Acco 3-Hole Punch,145.25,137.53199999999998,55.5384,0.07074074074074074
Acco 6 Outlet Guardian Basic Surge Suppressor,62.0,38.272,-3.6608,-1.1600000000000001
Acco 6 Outlet Guardian Premium Plus Surge Suppressor,200.0,289.456,-113.7672,-1.13
Acco 6 Outlet Guardian Premium Surge Suppressor,143.71428571428572,432.432,60.424,-0.15076388888888886
Acco 6 Outlet Guardian Standard Surge Suppressor,285.5,149.916,22.971,-0.29500000000000004
"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",143.83333333333334,3039.5,401.214,-0.55
"Acco Banker's Clasps, 5 3/4""-Long",335.75,40.896,18.0,0.417
"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",284.25,66.03,30.2815,0.44350000000000006
Acco D-Ring Binder w/DublLock,141.375,235.18,-102.8378,-0.7472222222222222
"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",147.55555555555554,287.868,64.1445,0.005416666666666648
Acco Economy Flexible Poly Round Ring Binder,418.0,11.484,-5.742,-0.7760416666666666
Acco Expandable Hanging Binders,322.3333333333333,38.918,1.0208000000000004,-0.16999999999999998
"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",120.44444444444444,410.004,111.2868,-0.07525000000000001
"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",289.4,122.18,7.449999999999999,-0.375
Acco Glide Clips,1324.0,19.6,9.604,0.48999999999999994
Acco Hanging Data Binders,129.16666666666666,41.91,8.2296,-0.06476190476190474
Acco Hot Clips Clips to Go,220.0,67.116,25.497500000000002,0.35833333333333334
"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",209.33333333333334,175.388,73.8674,0.41714285714285715
"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",338.6666666666667,62.946000000000005,-0.16139999999999688,-0.615
"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",277.75,67.25,19.6908,0.1593333333333333
Acco Perma 2700 Stacking Storage Drawers,135.33333333333334,208.18,5.948,0.04375000000000001
Acco Perma 3000 Stacking Storage Drawers,205.8,373.444,16.5742,0.055
Acco Perma 4000 Stacking Storage Drawers,114.0,457.968,30.044,0.05340909090909092
"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",307.75,59.817,13.1826,0.15
"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",163.14285714285714,63.626999999999995,-13.906500000000001,-0.6442708333333333
"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",109.6,131.097,18.4125,-0.2827272727272727
"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",178.375,91.44,34.8996,0.3669444444444444
"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",190.33333333333334,85.25500000000001,8.67,-0.4354166666666667
Acco Side-Punched Conventional Columnar Pads,367.0,41.64,-7.8075,-0.1875
"Acco Six-Outlet Power Strip, 4' Cord Length",144.0,343.076,81.54520000000001,0.23944444444444443
Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,318.6666666666667,448.902,-7.041599999999995,-0.5725
"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",495.0,452.96500000000003,105.485,0.2157407407407407
Acco Suede Grain Vinyl Round Ring Binder,155.28571428571428,38.641999999999996,-4.8928,-0.603125
Acco Translucent Poly Ring Binders,159.57142857142858,91.728,16.2864,-0.01291666666666668
Accohide Poly Flexible Ring Binders,164.85714285714286,43.758,-19.822,-0.48437500000000006
"Acme 10"" Easy Grip Assistive Scissors",130.42857142857142,448.76800000000003,129.722,0.278125
Acme Box Cutter Scissors,212.2,306.9,72.2238,0.22916666666666666
"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",294.5,45.144,10.1916,0.2091666666666667
Acme Design Stainless Steel Bent Scissors,433.5,88.92,24.0084,0.27
Acme Elite Stainless Steel Scissors,244.0,95.076,21.0168,0.186
Acme Forged Steel Scissors with Black Enamel Handles,192.57142857142858,279.3,67.7768,0.245625
Acme Galleria Hot Forged Steel Scissors with Colored Handles,333.0,195.052,49.86409999999999,0.23083333333333333
"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",194.33333333333334,458.7,103.416,0.21392857142857144
Acme Kleen Earth Office Shears,291.25,44.232,11.1744,0.219
Acme Kleencut Forged Steel Scissors,548.5,35.587999999999994,7.462,0.18333333333333335
Acme Office Executive Series Stainless Steel Trimmers,214.5,159.402,26.2242,0.1807142857142857
Acme Preferred Stainless Steel Scissors,119.0,90.88,26.355200000000004,0.29000000000000004
Acme Rosewood Handle Letter Opener,303.0,43.67,-3.4936000000000003,-0.0725
Acme Serrated Blade Letter Opener,494.0,13.992,-1.7489999999999999,-0.11375
Acme Softgrip Scissors,389.0,166.056,33.1298,0.20124999999999998
Acme Stainless Steel Office Snips,341.6666666666667,81.424,12.4317,0.17875000000000002
Acme Tagit Stainless Steel Antibacterial Scissors,131.0,196.01999999999998,37.026,0.17875
Acme Titanium Bonded Scissors,294.0,102.0,20.23,0.186
Acme Value Line Scissors,123.0,76.64999999999999,20.44,0.2475
Acrylic Self-Standing Desk Frames,182.71428571428572,93.984,32.7342,0.32187499999999997
"Adams ""While You Were Out"" Message Pads",273.25,72.848,31.4,0.42250000000000004
"Adams Phone Message Book, 200 Message Capacity, 8 1/16 x 11",104.14285714285714,227.04,104.4384,0.46
"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6 x 11",429.0,94.928,43.1364,0.4258333333333333
"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",167.33333333333334,172.672,72.70400000000001,0.4303571428571429
"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",128.77777777777777,132.888,60.916799999999995,0.4645
"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",201.33333333333334,223.44,111.72,0.5
"Adams Telephone Message Books, 5 1/4 x 11",315.75,80.936,32.918,0.364
"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",532.0,40.896,16.3584,0.41500000000000004
Adjustable Depth Letter/Legal Cart,104.72727272727273,7730.196,1932.549,0.23083333333333333
Adjustable Personal File Tote,338.0,270.24800000000005,53.3984,0.186
Adtran 1202752G1,326.75,1990.6419999999998,312.4552,0.11200000000000002
"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",226.0,1051.776,277.2864,0.23500000000000001
"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",180.0,822.738,311.7744,0.3805
Advantus Map Pennant Flags and Round Head Tacks,172.6,87.69,20.54,0.26333333333333336
Advantus Motivational Note Cards,182.0,227.94,94.32,0.4135
Advantus Panel Wall Acrylic Frame,334.5,87.52,25.162,0.20200000000000004
Advantus Panel Wall Certificate Holder - 8.5x11,218.2,270.84,108.092,0.37166666666666665
Advantus Plastic Paper Clips,124.11111111111111,225.0,102.80000000000001,0.441
Advantus Push Pins,193.83333333333334,54.936,20.2086,0.3678571428571428
"Advantus Push Pins, Aluminum Head",330.75,139.44,43.2264,0.31
Advantus Rolling Drawer Organizers,242.8,1115.92,233.18880000000001,0.1675
Advantus Rolling Storage Box,114.55555555555556,428.75,90.7235,0.197
Advantus SlideClip Paper Clips,43.0,46.376000000000005,19.778,0.4366666666666667
Advantus T-Pin Paper Clips,267.75,64.042,20.0244,0.2985
Airmail Envelopes,205.6,1359.6660000000002,514.4909,0.38166666666666665
Akro Stacking Bins,261.8,91.524,-6.9432,-0.08
Akro-Mils 12-Gallon Tote,396.0,113.202,21.548099999999998,0.20124999999999998
"Alliance Big Bands Rubber Bands, 12/Pack",349.3333333333333,29.7,0.0,0.0
Alliance Rubber Bands,473.0,13.440000000000001,0.5376000000000001,0.04
"Alliance Super-Size Bands, Assorted Sizes",335.0,197.61200000000002,-10.3474,-0.051875
Alphabetical Labels for Top Tab Filing,144.0,518.0,244.2,0.4583333333333333
Aluminum Document Frame,302.25,244.4,56.211999999999996,0.22999999999999998
Aluminum Screw Posts,97.5,354.032,41.202,-0.3106060606060606
AmazonBasics 3-Button USB Wired Mouse,151.5,88.074,32.2938,0.373
American Pencil,269.4,48.93,14.189699999999998,0.29
Ames Color-File Green Diamond Border X-ray Mailers,368.3333333333333,1360.4759999999999,559.3068000000001,0.436875
Ampad #10 Peel & Seel Holiday Envelopes,279.5,53.760000000000005,25.8048,0.48
"Ampad Evidence Wirebond Steno Books, 6"" x 9""",341.3333333333333,27.468,11.2924,0.40375
"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",142.0,106.72200000000001,47.187,0.42624999999999996
"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾ x 11",176.5,124.8,56.16,0.45
"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled",374.3333333333333,38.136,15.663,0.415625
Anderson Hickey Conga Table Tops & Accessories,773.0,51.782,-17.514499999999998,-0.3270833333333333
"Angle-D Binders with Locking Rings, Label Holders",132.33333333333334,197.82999999999998,35.332,-0.14391666666666664
Angle-D Ring Binders,261.8,39.384,-1.9691999999999996,-0.425
Anker 24W Portable Micro USB Car Charger,959.0,61.544,14.0672,0.2125
Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,112.4,339.83,23.1884,0.030000000000000002
Anker Astro 15000mAh USB Portable Charger,166.5,599.88,-23.9952,-0.05600000000000001
Anker Astro Mini 3000mAh Ultra-Compact Portable Charger,253.0,147.926,-31.984,-0.2916666666666667
Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,237.5,499.75,99.5502,0.153
Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand ,332.3333333333333,491.836,32.989000000000004,0.043750000000000004
Apple EarPods with Remote and Mic,179.33333333333334,251.91,50.382000000000005,0.19
Apple iPhone 5,245.0,12996.6,1611.5784,0.046944444444444434
Apple iPhone 5C,336.0,1339.866,229.977,0.12125
Apple iPhone 5S,404.3333333333333,4901.914000000001,512.991,0.09583333333333335
Array Memo Cubes,203.0,54.908,25.8482,0.4475
"Array Parchment Paper, Assorted Colors",279.3333333333333,106.288,49.504,0.4475
Artistic Insta-Plaque,268.0,156.8,61.152,0.38999999999999996
Assorted Color Push Pins,158.14285714285714,34.39,8.923300000000001,0.24625000000000002
Astroparche Fine Business Paper,212.6,144.672,65.0496,0.4366666666666667
"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",289.6666666666667,1979.88,593.964,0.3
Ativa MDM8000 8-Sheet Micro-Cut Shredder,526.0,917.8979999999999,393.2563,0.40375
Ativa V4110MDD Micro-Cut Shredder,534.0,7699.89,3772.9461,0.49
"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",608.0,400.0268,-113.2606,-0.7053921568627451
"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",148.42857142857142,7539.7122,780.3302,0.044879201680672276
"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",185.8,5184.081,-126.44100000000003,-0.10089869281045755
"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",133.85714285714286,5492.885,15.049000000000007,-0.12806372549019607
Avanti 1.7 Cu. Ft. Refrigerator,158.33333333333334,2221.56,476.6256,0.19
Avanti 4.4 Cu. Ft. Refrigerator,170.66666666666666,3511.012,383.6776,-0.1571428571428571
Avaya 4621SW VoIP phone,72.33333333333333,709.92,79.866,0.1125
Avaya 5410 Digital phone,156.0,625.508,-10.878400000000003,-0.05
Avaya 5420 Digital phone,149.5,1538.886,323.976,0.1875
Avaya IP Phone 1140E VoIP phone,1324.0,1394.95,362.687,0.26
"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll",627.0,20.65,9.498999999999999,0.45999999999999996
"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",204.0,137.808,-14.407200000000005,-0.19250000000000003
"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",114.5,1233.412,524.5054,0.3986363636363636
Avery 473,127.2,248.4,119.232,0.48
Avery 474,77.0,78.336,34.272,0.4191666666666667
Avery 475,380.3333333333333,266.4,133.2,0.5
Avery 476,146.77777777777777,137.11599999999999,54.5986,0.40599999999999997
Avery 477,237.0,573.9639999999999,244.24,0.42625
Avery 478,147.33333333333334,88.38,43.3062,0.49
Avery 479,494.5,16.704,6.8382,0.415
Avery 48,540.5,90.72,39.69,0.41500000000000004
Avery 480,254.0,89.25,42.45,0.4583333333333333
Avery 481,320.25,91.16799999999999,43.12,0.454
Avery 482,1278.0,11.56,5.4332,0.47000000000000003
Avery 483,277.8,83.664,32.569199999999995,0.3925
Avery 484,1324.0,9.216,3.3408,0.36250000000000004
Avery 485,154.0,639.03,300.3441,0.47000000000000003
Avery 486,106.0,168.13,75.1468,0.4405555555555556
Avery 487,177.33333333333334,84.87,35.9775,0.4321428571428571
Avery 488,168.0,51.03,23.184,0.4366666666666667
Avery 489,262.5,159.39,73.278,0.454
Avery 49,250.6,66.816,31.564799999999998,0.46875
Avery 490,293.25,177.6,81.4,0.45
Avery 491,392.5,45.43,18.6676,0.37000000000000005
Avery 492,339.75,53.568000000000005,22.464,0.40599999999999997
Avery 493,98.66666666666667,55.974000000000004,23.4207,0.42625
Avery 494,193.2,56.376,23.959799999999998,0.3925
Avery 495,420.3333333333333,97.02,42.588,0.42625
Avery 496,118.33333333333333,50.25,22.95,0.41500000000000004
Avery 497,433.0,24.023999999999997,11.211200000000002,0.41500000000000004
Avery 498,180.0,35.257999999999996,15.3459,0.42583333333333334
Avery 499,110.5,176.292,68.724,0.38636363636363635
Avery 5,1324.0,5.76,2.8224,0.49000000000000005
Avery 50,160.75,235.564,102.746,0.44350000000000006
Avery 500,1011.0,58.48,27.4856,0.47000000000000003
Avery 501,181.42857142857142,66.42,23.3946,0.3540625
Avery 502,188.5,17.64,6.174,0.35000000000000003
Avery 503,262.3333333333333,155.25,74.52,0.48
Avery 505,210.16666666666666,372.96000000000004,165.76,0.42857142857142855
Avery 506,522.5,66.08,28.166600000000003,0.41500000000000004
Avery 507,53.0,24.192,8.64,0.3925
Avery 508,252.6,87.398,39.8201,0.4475
Avery 509,318.6666666666667,32.364000000000004,14.041799999999999,0.42624999999999996
Avery 51,185.0,95.75999999999999,41.328,0.433
Avery 510,379.5,21.75,8.1,0.39333333333333337
Avery 511,158.2,56.672,24.64,0.41500000000000004
Avery 512,249.0,84.388,35.373599999999996,0.417
Avery 513,312.25,93.624,34.4616,0.40599999999999997
Avery 514,388.0,47.808,22.8384,0.458125
Avery 515,194.0,62.650000000000006,29.445500000000003,0.47
Avery 516,239.66666666666666,109.64999999999999,51.5355,0.47000000000000003
Avery 517,126.0,44.28,18.8559,0.436875
Avery 518,184.85714285714286,106.47,49.14,0.4475
Avery 519,224.0,121.346,51.6086,0.42583333333333334
Avery 52,221.2,68.634,31.475699999999996,0.4479166666666667
Avery 520,276.0,46.62,22.05,0.454
"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",172.33333333333334,277.38,126.684,0.4428571428571429
Avery Arch Ring Binders,118.22222222222223,1318.87,87.15000000000003,-0.17924999999999996
Avery Binder Labels,298.6666666666667,26.063,9.8806,0.14416666666666667
Avery Binding System Hidden Tab Executive Style Index Sets,144.28571428571428,91.743,16.733,-0.19270833333333334
Avery Durable Binders,112.9090909090909,87.264,13.824,-0.22895833333333337
"Avery Durable Plastic 1"" Binders",175.5,116.224,37.5004,-0.04428571428571425
Avery Durable Poly Binders,274.4,82.95,-15.5946,-0.7025
Avery Durable Slant Ring Binders,153.25,51.480000000000004,-23.76,-0.625
Avery Durable Slant Ring Binders With Label Holder,102.25,90.706,12.456400000000002,-0.3481481481481481
"Avery Durable Slant Ring Binders, No Labels",146.25,89.55,13.611600000000001,-0.2072222222222222
Avery File Folder Labels,108.75,113.472,48.8448,0.42134615384615387
"Avery Flip-Chart Easel Binder, Black",463.3333333333333,239.466,37.8222,-0.40229166666666666
Avery Fluorescent Highlighter Four-Color Set,195.85714285714286,65.464,9.352,0.146875
"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",214.0,99.80000000000001,-0.698599999999999,-0.48694444444444446
Avery Hanging File Binders,138.2,105.846,21.8868,0.16
Avery Heavy-Duty EZD  Binder With Locking Rings,153.2,110.48400000000001,29.2392,0.21277777777777776
Avery Heavy-Duty EZD View Binder with Locking Rings,95.44444444444444,170.984,29.7308,-0.341
"Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",395.0,7.8,3.042,0.38999999999999996
"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",273.2,219.78,68.376,0.325
Avery Hi-Liter Fluorescent Desk Style Markers,630.0,20.279999999999998,7.5036000000000005,0.37
"Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",1154.0,26.08,9.6496,0.37
Avery Hi-Liter Pen Style Six-Color Fluorescent Set,1324.0,7.7,3.157,0.41
Avery Hi-Liter Smear-Safe Highlighters,197.0,123.80799999999999,34.1056,0.28
Avery Hidden Tab Dividers for Binding Systems,160.33333333333334,31.588,-7.032800000000001,-0.9928571428571429
Avery Hole Reinforcements,168.75,116.501,14.827399999999999,-0.18999999999999997
Avery Legal 4-Ring Binder,356.6666666666667,258.054,90.214,0.11458333333333336
Avery Metallic Poly Binders,285.4,135.80100000000002,43.4334,0.03222222222222223
Avery Non-Stick Binders,66.42105263157895,217.316,43.553,-0.1899583333333333
Avery Non-Stick Heavy Duty View Round Locking Ring Binders,106.5,68.172,30.8568,0.4366666666666667
Avery Personal Creations Heavyweight Cards,299.0,103.85999999999999,37.8512,0.39333333333333337
Avery Poly Binder Pockets,148.71428571428572,78.044,14.749600000000001,-0.07250000000000004
Avery Premier Heavy-Duty Binder with Round Locking Rings,206.5,191.352,29.416800000000002,-0.23428571428571426
Avery Printable Repositionable Plastic Tabs,152.4,115.24000000000001,42.312,0.05041666666666666
Avery Recycled Flexi-View Covers for Binding Systems,192.5,197.169,-69.5702,-0.6342857142857142
Avery Reinforcements for Hole-Punch Pages,115.0,28.512,-16.137,-0.7588541666666667
Avery Round Ring Poly Binders,173.2,36.92,12.2972,0.05083333333333335
Avery Self-Adhesive Photo Pockets for Polaroid Photos,113.9,143.01,-2.1791999999999963,-0.4969696969696969
"Avery Trapezoid Extra Heavy Duty 4"" Binders",390.3333333333333,314.55,-7.105427357601002e-15,-0.14583333333333334
"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",210.66666666666666,545.034,85.2384,-0.36607142857142855
"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",228.6,25.830000000000002,-4.92,-0.75
Avery White Multi-Purpose Labels,256.3333333333333,95.616,41.832,0.42625
Avoid Verbal Orders Carbonless Minifold Book,285.0,68.276,29.9468,0.433
BIC Brite Liner Grip Highlighters,311.75,24.272,8.937999999999999,0.395
"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",255.8,118.72,43.7144,0.3391666666666666
BIC Brite Liner Highlighters,201.0,86.112,30.8844,0.3578571428571428
"BIC Brite Liner Highlighters, Chisel Tip",257.0,123.12,30.5856,0.235
BIC Liqua Brite Liner,112.8,173.5,53.576800000000006,0.30666666666666664
"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",209.4,496.248,113.274,0.23083333333333333
"BOSTON Ranger #55 Pencil Sharpener, Black",170.125,618.562,120.3337,0.2111111111111111
BPI Conference Tables,274.25,2241.8675,-795.9725,-0.35757575757575755
Bady BDG101FRU Card Printer,340.3333333333333,9279.884,1327.9834,0.08291666666666667
Bagged Rubber Bands,236.0,25.704,0.3024,-0.008000000000000002
Balt Solid Wood Rectangular Table,292.6666666666667,828.0965,-216.2545,-0.2903409090909091
Balt Solid Wood Round Tables,436.3333333333333,6518.754,-1201.0581,-0.21333333333333332
Balt Split Level Computer Training Table,344.5,1040.625,-357.97499999999997,-0.40199999999999997
Barrel Sharpener,297.0,67.83,17.6358,0.26
"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",265.5,1088.64,-104.832,-0.10119047619047619
"Barricks Non-Folding Utility Table with Steel Legs, Laminate Tops",1324.0,136.464,15.3522,0.1125
"Belkin 19"" Center-Weighted Shelf, Gray",241.0,849.3119999999999,-47.184,-0.06875
"Belkin 19"" Vented Equipment Shelf, Black",117.0,1400.2559999999999,-179.6652,-0.1385
"Belkin 325VA UPS Surge Protector, 6'",232.0,1379.172,199.617,0.15625
Belkin 5 Outlet SurgeMaster Power Centers,117.0,1776.048,207.02400000000003,-0.06199999999999996
Belkin 6 Outlet Metallic Surge Strip,166.875,262.449,28.749599999999997,-0.13969135802469138
Belkin 7 Outlet SurgeMaster II,402.5,631.6800000000001,176.87040000000002,0.28
Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,1324.0,157.92,17.766,0.1125
Belkin 7-Outlet SurgeMaster Home Series,247.5,106.172,2.794,-0.406
Belkin 8 Outlet Surge Protector,231.16666666666666,1073.676,188.508,-0.15714285714285717
Belkin 8 Outlet SurgeMaster II Gold Surge Protector,280.25,737.754,89.97,-0.3479999999999999
Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection,1324.0,647.84,168.4384,0.26
Belkin 8-Outlet Premiere SurgeMaster II Surge Protectors,196.0,277.92,83.376,0.3
Belkin F5C206VTEL 6 Outlet Surge,152.66666666666666,464.196,110.304,0.25
Belkin F8E887 USB Wired Ergonomic Keyboard,150.71428571428572,563.812,66.2779,0.11125
Belkin F9G930V10-GRY 9 Outlet Surge,292.75,770.112,162.57920000000001,-0.2779999999999999
Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,153.71428571428572,516.216,122.8368,0.2125
Belkin F9M820V08 8 Outlet Surge,231.5,558.74,101.003,0.17166666666666663
Belkin F9S820V06 8 Outlet Surge,80.33333333333333,266.336,-120.17599999999999,-1.0999999999999999
Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,89.0,64.972,12.9944,0.19833333333333333
Belkin OmniView SE Rackmount Kit,342.0,248.35999999999999,0.0,0.0
Belkin Premiere Surge Master II 8-outlet surge protector,161.83333333333334,952.168,55.38119999999999,-0.5580555555555556
Belkin QODE FastFit Bluetooth Keyboard,233.0,495.6,16.107,0.032499999999999994
"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",207.5,239.84,79.2971,0.3285
Belkin Standard 104 key USB Keyboard,88.0,265.538,5.1065000000000005,-0.027083333333333334
Belkin iPhone and iPad Lightning Cable,478.0,83.944,6.2958,0.075
Berol Giant Pencil Sharpener,192.33333333333334,254.85000000000002,49.7807,0.20124999999999998
Bestar Classic Bookcase,181.28571428571428,1897.8102,-612.9386999999999,-0.4671323529411764
Bevis 36 x 72 Conference Tables,191.57142857142858,4332.2519999999995,448.16400000000004,0.040089285714285716
Bevis 44 x 96 Conference Tables,323.0,3253.2200000000003,-164.72000000000003,-0.10666666666666669
Bevis Boat-Shaped Conference Table,214.8,2542.467,-445.587,-0.18373015873015872
